ID;IDENTITE;DATE NAISSANCE;LIEU NAISSANCE;URL;
nm0769135;Don Scardino;February 17 1949 ;New York City, New York, USA ;/name/nm0769135/?ref_=tt_ov_dr;
nm0001086;Alan Cumming;January 27 1965 ;Aberfeldy, Perthshire, Scotland, UK ;/name/nm0001086/?ref_=tt_ov_dr;
nm0000492;Jennifer Jason Leigh;February 5 1962 ;Hollywood, Los Angeles, California, USA ;/name/nm0000492/?ref_=tt_ov_dr;
nm0042472;Michael Austin;;;/name/nm0042472/?ref_=tt_ov_dr;
nm0825790;Michael Steinberg;May 15 1959 ;Rapid City, South Dakota, USA ;/name/nm0825790/?ref_=tt_ov_dr;
nm0429517;Ate de Jong;1953 ;Aardenburg, Zeeland, Netherlands ;/name/nm0429517/?ref_=tt_ov_dr;
nm0957407;Jiri Zizka;1953 ;Prague, Czechoslovakia [now Prague, Czech Republic] ;/name/nm0957407/?ref_=tt_ov_dr;
nm0001102;Joe Dante;November 28 1946 ;Morristown, New Jersey, USA ;/name/nm0001102/?ref_=tt_ov_dr;
nm0005062;Chuck Jones;September 21 1912 ;Spokane, Washington, USA ;/name/nm0005062/?ref_=tt_ov_dr;
nm0001410;Lawrence Kasdan;January 14 1949 ;Miami, Florida, USA ;/name/nm0001410/?ref_=tt_ov_dr;
nm0203429;Martin Davidson;November 7 1939 ;Brooklyn, New York City, New York, USA ;/name/nm0203429/?ref_=tt_ov_dr;
nm0057733;Zelda Barron;March 31 1929 ;Manchester, England, UK ;/name/nm0057733/?ref_=tt_ov_dr;
nm0108745;James Bridges;February 3 1936 ;Paris, Arkansas, USA ;/name/nm0108745/?ref_=tt_ov_dr;
nm0355032;William Hale;July 11 1931 ;Rome, Georgia, USA ;/name/nm0355032/?ref_=tt_ov_dr;
nm0000122;Charles Chaplin;April 16 1889 ;Walworth, London, England, UK ;/name/nm0000122/?ref_=tt_ov_dr;
nm0059233;Ralph Barton;August 14 1891 ;Kansas City, Missouri, USA ;/name/nm0059233/?ref_=tt_ov_dr;
nm0190516;James Cruze;March 27 1884 ;Ogden, Utah, USA ;/name/nm0190516/?ref_=tt_ov_dr;
nm0400912;Rupert Hughes;January 31 1872 ;Lancaster, Missouri, USA ;/name/nm0400912/?ref_=tt_ov_dr;
nm0000123;George Clooney;May 6 1961 ;Lexington, Kentucky, USA ;/name/nm0000123/?ref_=tt_ov_dr;
nm0000149;Jodie Foster;November 19 1962 ;Los Angeles, California, USA ;/name/nm0000149/?ref_=tt_ov_dr;
nm0001053;Ethan Coen;September 21 1957 ;Minneapolis, Minnesota, USA ;/name/nm0001053/?ref_=tt_ov_dr;
nm0001054;Joel Coen;November 29 1954 ;Minneapolis, Minnesota, USA ;/name/nm0001054/?ref_=tt_ov_dr;
nm0083348;Brad Bird;September 24 1957 ;Kalispell, Montana, USA ;/name/nm0083348/?ref_=tt_ov_dr;
nm0001661;Rob Reiner;March 6 1947 ;The Bronx, New York City, New York, USA ;/name/nm0001661/?ref_=tt_ov_dr;
nm0668247;Alexander Payne;February 10 1961 ;Omaha, Nebraska, USA ;/name/nm0668247/?ref_=tt_ov_dr;
nm0179221;Anton Corbijn;May 20 1955 ;Strijen, Zuid-Holland, Netherlands ;/name/nm0179221/?ref_=tt_ov_dr;
nm0027572;Wes Anderson;May 1 1969 ;Houston, Texas, USA ;/name/nm0027572/?ref_=tt_ov_dr;
nm0381416;Grant Heslov;May 15 1963 ;Los Angeles, California, USA ;/name/nm0381416/?ref_=tt_ov_dr;
nm2129444;Alice Englert;June 15 1994 ;Sydney, Australia ;/name/nm2129444/?ref_=tt_ov_dr;
nm2676052;Joseph Kosinski;May 3 1974 ;Marshalltown, Iowa, USA ;/name/nm2676052/?ref_=tt_ov_dr;
nm0001675;Robert Rodriguez;June 20 1968 ;San Antonio, Texas, USA ;/name/nm0001675/?ref_=tt_ov_dr;
nm1218281;Jon Watts;June 28 1981 ;Fountain, Colorado, USA ;/name/nm1218281/?ref_=tt_ov_dr;
nm0000191;Ewan McGregor;March 31 1971 ;Perth, Perthshire, Scotland, UK ;/name/nm0000191/?ref_=tt_ov_dr;
nm0079273;Paul Bettany;May 27 1971 ;Harlesden, London, England, UK ;/name/nm0079273/?ref_=tt_ov_dr;
nm0004716;Darren Aronofsky;February 12 1969 ;Brooklyn, New York City, New York, USA ;/name/nm0004716/?ref_=tt_ov_dr;
nm2013191;Claudia Llosa;November 15 1976 ;Lima, Peru ;/name/nm2013191/?ref_=tt_ov_dr;
nm0326040;Akiva Goldsman;July 7 1962 ;New York City, New York, USA ;/name/nm0326040/?ref_=tt_ov_dr;
nm1837748;Josh Boone;April 5 1979 ;Virginia Beach, Virginia, USA ;/name/nm1837748/?ref_=tt_ov_dr;
nm0711807;George Ratliff;October 11 1968 ;;/name/nm0711807/?ref_=tt_ov_dr;
nm0085257;Dustin Lance Black;June 10 1974 ;Sacramento, California, USA ;/name/nm0085257/?ref_=tt_ov_dr;
nm2372334;Sascha Hartmann;;;/name/nm2372334/?ref_=tt_ov_dr;
nm1961302;Demetres Anagnostopoulos;;;/name/nm1961302/?ref_=tt_ov_dr;
nm0270761;Bruce Feirstein;c. 1956 ;;/name/nm0270761/?ref_=tt_ov_wr;
nm0001220;Ian Fleming;May 28 1908 ;Mayfair, London, England, UK ;/name/nm0001220/?ref_=tt_ov_wr;
nm1622375;Nuno Miranda;October 27 1967 ;Cascais, Portugal ;/name/nm1622375/?ref_=tt_ov_wr;
nm0635759;Stephen Norrington;1964 ;London, England, UK ;/name/nm0635759/?ref_=tt_ov_dr;
nm0001814;Gus Van Sant;July 24 1952 ;Louisville, Kentucky, USA ;/name/nm0001814/?ref_=tt_ov_dr;
nm0000750;Jon Amiel;May 20 1948 ;London, England, UK ;/name/nm0000750/?ref_=tt_ov_dr;
nm0141033;Willard Carroll;November 12 1955 ;Easton, Maryland, USA ;/name/nm0141033/?ref_=tt_ov_dr;
nm0154819;Jeremiah S. Chechik;1955 ;Montreal, Quebec, Canada ;/name/nm0154819/?ref_=tt_ov_dr;
nm0958387;Jerry Zucker;March 11 1950 ;Milwaukee, Wisconsin, USA ;/name/nm0958387/?ref_=tt_ov_dr;
nm0322865;Arne Glimcher;March 2 1938 ;Duluth, Minnesota, USA ;/name/nm0322865/?ref_=tt_ov_dr;
nm0442241;Philip Kaufman;October 23 1936 ;Chicago, Illinois, USA ;/name/nm0442241/?ref_=tt_ov_dr;
nm0811583;Zack Snyder;March 1 1966 ;Green Bay, Wisconsin, USA ;/name/nm0811583/?ref_=tt_ov_dr;
nm0080120;Thomas Bezucha;March 8 ;;/name/nm0080120/?ref_=tt_ov_dr;
nm0193508;Simon Curtis;March 11 1960 ;London, England, UK ;/name/nm0193508/?ref_=tt_ov_dr;
nm0815070;Aaron Sorkin;June 9 1961 ;New York City, New York, USA ;/name/nm0815070/?ref_=tt_ov_dr;
nm0577647;Theodore Melfi;October 27 1970 ;Brooklyn, New York, USA ;/name/nm0577647/?ref_=tt_ov_dr;
nm1033517;Ariel Vromen;February 14 1973 ;Israel ;/name/nm1033517/?ref_=tt_ov_dr;
nm0124112;Dan Bush;;;/name/nm0124112/?ref_=tt_ov_dr;
nm0082802;Mike Binder;1958 ;Detroit, Michigan, USA ;/name/nm0082802/?ref_=tt_ov_dr;
nm0718645;Ivan Reitman;October 27 1946 ;Komárno, Czechoslovakia [now Slovak Republic] ;/name/nm0718645/?ref_=tt_ov_dr;
nm0629334;McG;August 9 1968 ;Kalamazoo, Michigan, USA ;/name/nm0629334/?ref_=tt_ov_dr;
nm1170339;Julius Avery;;;/name/nm1170339/?ref_=tt_ov_dr;
nm0000128;Russell Crowe;April 7 1964 ;Wellington, New Zealand ;/name/nm0000128/?ref_=tt_ov_dr;
nm5056682;Daniel Graham;;;/name/nm5056682/?ref_=tt_ov_dr;
nm0169806;Taika Waititi;August 16 1975 ;Wellington, New Zealand ;/name/nm0169806/?ref_=tt_ov_dr;
nm0097517;Derrick Borte;December 7 ;Germany ;/name/nm0097517/?ref_=tt_ov_dr;
nm0997291;Justin Kurzel;August 3 1974 ;Gawler, South Australia, Australia ;/name/nm0997291/?ref_=tt_ov_dr;
nm0249291;Joel Edgerton;June 23 1974 ;Blacktown, New South Wales, Australia ;/name/nm0249291/?ref_=tt_ov_dr;
nm4479803;Steve Rogers;;;/name/nm4479803/?ref_=tt_ov_dr;
nm0476064;Alex Kurtzman;September 7 1973 ;Los Angeles, California, USA ;/name/nm0476064/?ref_=tt_ov_dr;
nm2059871;Eliot Gurrin;;;/name/nm2059871/?ref_=tt_ov_dr;
nm0003160;Christopher McQuarrie;October 25 1968 ;Princeton, New Jersey, USA ;/name/nm0003160/?ref_=tt_ov_dr;
nm0670408;Simon Pegg;February 14 1970 ;Gloucester, Gloucestershire, England, UK ;/name/nm0670408/?ref_=tt_ov_dr;
nm0510731;Doug Liman;July 24 1965 ;New York City, New York, USA ;/name/nm0510731/?ref_=tt_ov_dr;
nm0001880;Edward Zwick;October 8 1952 ;Chicago, Illinois, USA ;/name/nm0001880/?ref_=tt_ov_dr;
nm0788202;Adam Shankman;November 27 1964 ;Los Angeles, California, USA ;/name/nm0788202/?ref_=tt_ov_dr;
nm0001741;Bryan Singer;September 17 1965 ;New York City, New York, USA ;/name/nm0001741/?ref_=tt_ov_dr;
nm8435169;Offset;December 14 1991 ;Lawrenceville, Georgia, USA ;/name/nm8435169/?ref_=tt_ov_dr;
nm2282177;Justin Simien;;;/name/nm2282177/?ref_=tt_ov_dr;
nm3453283;Daniel Kwan;February 10 1988 ;Westborough, Massachusetts, USA ;/name/nm3453283/?ref_=tt_ov_dr;
nm3215397;Daniel Scheinert;June 7 1987 ;Birmingham, Alabama, USA ;/name/nm3215397/?ref_=tt_ov_dr;
nm2583140;Brian Connors;;;/name/nm2583140/?ref_=tt_ov_dr;
nm0426059;Rian Johnson;December 17 1973 ;Silver Spring, Maryland, USA ;/name/nm0426059/?ref_=tt_ov_dr;
nm0152640;Joe Chappelle;;;/name/nm0152640/?ref_=tt_ov_dr;
nm2815884;Brian Skiba;;;/name/nm2815884/?ref_=tt_ov_dr;
nm2830839;Ivan Kavanagh;;;/name/nm2830839/?ref_=tt_ov_dr;
nm5090040;Wes Miller;;;/name/nm5090040/?ref_=tt_ov_dr;
nm0455203;Rob W. King;June 5 1959 ;Saginaw, Michigan, USA ;/name/nm0455203/?ref_=tt_ov_dr;
nm4134911;Robert Kouba;September 7 ;Switzerland ;/name/nm4134911/?ref_=tt_ov_dr;
nm1031246;Lucky McKee;November 1 1975 ;Jenny Lind, California, USA ;/name/nm1031246/?ref_=tt_ov_dr;
nm1921345;Steven C. Miller;March 8 1981 ;Decatur, Georgia, USA ;/name/nm1921345/?ref_=tt_ov_dr;
nm0931095;Tod Williams;September 27 1968 ;New York City, New York, USA ;/name/nm0931095/?ref_=tt_ov_dr;
nm0000490;Spike Lee;March 20 1957 ;Atlanta, Georgia, USA ;/name/nm0000490/?ref_=tt_ov_dr;
nm0684336;Steve Pink;;USA ;/name/nm0684336/?ref_=tt_ov_dr;
nm0496752;Daniel Lee;;;/name/nm0496752/?ref_=tt_ov_dr;
nm3859706;Benjamin Cavell;;;/name/nm3859706/?ref_=tt_ov_wr;
nm0255473;Taylor Elmore;;;/name/nm0255473/?ref_=tt_ov_wr;
nm0924429;Alan White;;;/name/nm0924429/?ref_=tt_ov_dr;
nm0688361;Bill Pohlad;;;/name/nm0688361/?ref_=tt_ov_dr;
nm1036574;Silas Howard;;;/name/nm1036574/?ref_=tt_ov_dr;
nm5050824;Dave McCary;July 2 1985 ;San Diego, California, USA ;/name/nm5050824/?ref_=tt_ov_dr;
nm0562470;Max Mayer;;;/name/nm0562470/?ref_=tt_ov_dr;
nm1939994;Gilbert Le;May 16 1981 ;Malaysia ;/name/nm1939994/?ref_=tt_ov_dr;
nm0413875;Mick Jackson;October 4 1943 ;Aveley, Essex, England, UK ;/name/nm0413875/?ref_=tt_ov_dr;
nm0000500;Richard Linklater;July 30 1960 ;Houston, Texas, USA ;/name/nm0000500/?ref_=tt_ov_dr;
nm0490487;Andrew Lau;April 4 1960 ;Hong Kong ;/name/nm0490487/?ref_=tt_ov_dr;
nm0891216;Matthew Vaughn;March 7 1971 ;London, England, UK ;/name/nm0891216/?ref_=tt_ov_dr;
nm0005759;Lajos Koltai;April 2 1946 ;Budapest, Hungary ;/name/nm0005759/?ref_=tt_ov_dr;
nm0241399;Andrew Durham;;;/name/nm0241399/?ref_=tt_ov_dr;
nm2344535;Saschka Unseld;;;/name/nm2344535/?ref_=tt_ov_dr;
nm1319591;Pat Mills;;;/name/nm1319591/?ref_=tt_ov_dr;
nm0021899;Michael Almereyda;April 7 1959 ;Overland Park, Kansas, USA ;/name/nm0021899/?ref_=tt_ov_dr;
nm0484840;Max Landis;August 3 1985 ;Los Angeles County, California, USA ;/name/nm0484840/?ref_=tt_ov_dr;
nm0948488;Hiromasa Yonebayashi;July 10 1973 ;Nonoichi, Japan ;/name/nm0948488/?ref_=tt_ov_dr;
nm0002041;Dean Devlin;August 27 1962 ;New York City, New York, USA ;/name/nm0002041/?ref_=tt_ov_dr;
nm1128572;Lake Bell;March 24 1979 ;New York City, New York, USA ;/name/nm1128572/?ref_=tt_ov_dr;
nm0001282;Tony Goldwyn;May 20 1960 ;Los Angeles, California, USA ;/name/nm0001282/?ref_=tt_ov_dr;
nm2884474;Laura Terruso;;;/name/nm2884474/?ref_=tt_ov_dr;
nm0256542;Randall Emmett;March 25 1971 ;Miami, Florida, USA ;/name/nm0256542/?ref_=tt_ov_dr;
nm0751102;David O. Russell;August 20 1958 ;Manhattan, New York City, New York, USA ;/name/nm0751102/?ref_=tt_ov_dr;
nm0583600;Nancy Meyers;December 8 1949 ;Philadelphia, Pennsylvania, USA ;/name/nm0583600/?ref_=tt_ov_dr;
nm0384722;Tim Hill;May 21 1958 ;Minneapolis, Minnesota, USA ;/name/nm0384722/?ref_=tt_ov_dr;
nm0680846;Todd Phillips;December 20 1970 ;Brooklyn, New York City, New York, USA ;/name/nm0680846/?ref_=tt_ov_dr;
nm0001469;Barry Levinson;April 6 1942 ;Baltimore, Maryland, USA ;/name/nm0001469/?ref_=tt_ov_dr;
nm0000431;Taylor Hackford;December 31 1944 ;Santa Barbara, California, USA ;/name/nm0000431/?ref_=tt_ov_dr;
nm1189755;Jonathan Jakubowicz;January 29 1978 ;Caracas, Venezuela ;/name/nm1189755/?ref_=tt_ov_dr;
nm0563243;Dan Mazer;October 4 ;Hillingdon, London, England, UK ;/name/nm0563243/?ref_=tt_ov_dr;
nm2346254;JR;February 22 1983 ;Paris, France ;/name/nm2346254/?ref_=tt_ov_dr;
nm4333222;David Grovic;;;/name/nm4333222/?ref_=tt_ov_dr;
nm0005509;Jon Turteltaub;August 8 1963 ;New York City, New York, USA ;/name/nm0005509/?ref_=tt_ov_dr;
nm0000108;Luc Besson;March 18 1959 ;Paris, France ;/name/nm0000108/?ref_=tt_ov_dr;
nm0425756;Mark Steven Johnson;October 30 ;Hastings, Minnesota, USA ;/name/nm0425756/?ref_=tt_ov_dr;
nm0951698;Justin Zackham;;;/name/nm0951698/?ref_=tt_ov_dr;
nm0855843;Jessy Terrero;October 7 1972 ;New York City, New York, USA ;/name/nm0855843/?ref_=tt_ov_dr;
nm0919369;Paul Weitz;November 19 1965 ;New York City, New York, USA ;/name/nm0919369/?ref_=tt_ov_dr;
nm0181579;Rodrigo Cortés;1973 ;Pazos Hermos, Ourense, Galicia, Spain ;/name/nm0181579/?ref_=tt_ov_dr;
nm1834213;Gary McKendry;;;/name/nm1834213/?ref_=tt_ov_dr;
nm1139726;Neil Burger;1963 ;Greenwich, Connecticut, USA ;/name/nm1139726/?ref_=tt_ov_dr;
nm0894787;Giovanni Veronesi;August 31 1962 ;Prato, Tuscany, Italy ;/name/nm0894787/?ref_=tt_ov_dr;
nm0192845;John Curran;September 11 1960 ;New York City, New York, USA ;/name/nm0192845/?ref_=tt_ov_dr;
nm0542450;Ethan Maniquis;;;/name/nm0542450/?ref_=tt_ov_dr;
nm0428600;Kirk Jones;October 31 1964 ;Bristol, England, UK ;/name/nm0428600/?ref_=tt_ov_dr;
nm0000816;Jon Avnet;November 17 1949 ;Brooklyn, New York City, New York, USA ;/name/nm0000816/?ref_=tt_ov_dr;
nm0973425;Annie Leibovitz;October 2 1949 ;Waterbury, Connecticut, USA ;/name/nm0973425/?ref_=tt_ov_dr;
nm0000134;Robert De Niro;17 août 1943 ;Ville de New York, New York, États-Unis ;/name/nm0000134/?ref_=tt_ov_dr;
nm0074426;Bibo Bergeron;;;/name/nm0074426/?ref_=tt_ov_dr;
nm0421776;Vicky Jenson;;;/name/nm0421776/?ref_=tt_ov_dr;
nm1224299;Rob Letterman;;;/name/nm1224299/?ref_=tt_ov_dr;
nm0689852;John Polson;September 6 1965 ;Sydney, Australia ;/name/nm0689852/?ref_=tt_ov_dr;
nm0570082;Mary McGuckian;May 27 1965 ;Northern Ireland, UK ;/name/nm0570082/?ref_=tt_ov_dr;
nm0005366;Jay Roach;June 14 1957 ;Albuquerque, New Mexico, USA ;/name/nm0005366/?ref_=tt_ov_dr;
nm1170765;Frank M. Calo;;;/name/nm1170765/?ref_=tt_ov_dr;
nm0358327;Nick Hamm;1957 ;Belfast, Northern Ireland, UK ;/name/nm0358327/?ref_=tt_ov_dr;
nm0000345;Billy Crystal;March 14 1948 ;Yorkville, Manhattan, New York City, New York, USA ;/name/nm0000345/?ref_=tt_ov_st;
nm0000134;Robert De Niro;17 août 1943 ;Ville de New York, New York, États-Unis ;/name/nm0000134/?ref_=tt_ov_st;
nm0001435;Lisa Kudrow;July 30 1963 ;Encino, Los Angeles, California, USA ;/name/nm0001435/?ref_=tt_ov_st;
nm0000601;Harold Ramis;November 21 1944 ;Chicago, Illinois, USA ;/name/nm0000601/?ref_=tt_ov_dr;
nm0001994;Michael Caton-Jones;October 15 1957 ;Broxburn, West Lothian, Scotland, UK ;/name/nm0001994/?ref_=tt_ov_dr;
nm0223359;Tom Dey;April 14 1965 ;Hanover, New Hampshire, USA ;/name/nm0223359/?ref_=tt_ov_dr;
nm0531792;John D. MacDonald;July 24 1916 ;Sharon, Pennsylvania, USA ;/name/nm0531792/?ref_=tt_ov_wr;
nm0834338;Wesley Strick;February 11 1954 ;New York City, New York, USA ;/name/nm0834338/?ref_=tt_ov_wr;
nm0381273;John Herzfeld;April 15 1947 ;Newark, New Jersey, USA ;/name/nm0381273/?ref_=tt_ov_dr;
nm0863387;George Tillman Jr.;January 26 1969 ;Milwaukee, Wisconsin, USA ;/name/nm0863387/?ref_=tt_ov_dr;
nm0005197;Des McAnuff;June 19 1952 ;Princeton, Illinois, USA ;/name/nm0005197/?ref_=tt_ov_dr;
nm0001708;Joel Schumacher;August 29 1939 ;New York City, New York, USA ;/name/nm0001708/?ref_=tt_ov_dr;
nm0952360;Jerry Zaks;September 7 1946 ;Stuttgart, Baden-Württemberg, Germany ;/name/nm0952360/?ref_=tt_ov_dr;
nm0001716;Tony Scott;June 21 1944 ;North Shields, Northumberland, England, UK ;/name/nm0001716/?ref_=tt_ov_dr;
nm0573796;John McNaughton;January 13 1950 ;Chicago, Illinois, USA ;/name/nm0573796/?ref_=tt_ov_dr;
nm0005563;Irwin Winkler;May 28 1931 ;New York City, New York, USA ;/name/nm0005563/?ref_=tt_ov_dr;
nm0697587;Barry Primus;February 16 1938 ;New York City, New York, USA ;/name/nm0697587/?ref_=tt_ov_dr;
nm0001508;Penny Marshall;October 15 1943 ;Manhattan, New York City, New York, USA ;/name/nm0001508/?ref_=tt_ov_dr;
nm0728688;Martin Ritt;March 2 1914 ;New York City, New York, USA ;/name/nm0728688/?ref_=tt_ov_dr;
nm0001403;Neil Jordan;February 25 1950 ;Sligo, Ireland ;/name/nm0001403/?ref_=tt_ov_dr;
nm0427880;David Hugh Jones;February 19 1934 ;Poole, Dorset, England, UK ;/name/nm0427880/?ref_=tt_ov_dr;
nm0000976;Martin Brest;August 8 1951 ;The Bronx, New York City, New York, USA ;/name/nm0000976/?ref_=tt_ov_dr;
nm0184323;Bill Couturié;;;/name/nm0184323/?ref_=tt_ov_dr;
nm0000361;Brian De Palma;September 11 1940 ;Newark, New Jersey, USA ;/name/nm0000361/?ref_=tt_ov_dr;
nm0000570;Alan Parker;February 14 1944 ;Islington, London, England, UK ;/name/nm0000570/?ref_=tt_ov_dr;
nm0423646;Roland Joffé;November 17 1945 ;London, England, UK ;/name/nm0423646/?ref_=tt_ov_dr;
nm0000416;Terry Gilliam;November 22 1940 ;Minneapolis, Minnesota, USA ;/name/nm0000416/?ref_=tt_ov_dr;
nm0343260;Ulu Grosbard;January 9 1929 ;Antwerp, Antwerp, Belgium ;/name/nm0343260/?ref_=tt_ov_dr;
nm0001466;Sergio Leone;January 3 1929 ;Rome, Lazio, Italy ;/name/nm0001466/?ref_=tt_ov_dr;
nm0001047;Michael Cimino;February 3 1939 ;New York City, New York, USA ;/name/nm0001047/?ref_=tt_ov_dr;
nm0000934;Bernardo Bertolucci;March 16 1941 ;Parma, Emilia-Romagna, Italy ;/name/nm0000934/?ref_=tt_ov_dr;
nm0359386;John D. Hancock;February 12 1939 ;Kansas City, Missouri, USA ;/name/nm0359386/?ref_=tt_ov_dr;
nm0664852;Ivan Passer;July 10 1933 ;Prague, Czechoslovakia [now Czech Republic] ;/name/nm0664852/?ref_=tt_ov_dr;
nm0085457;Noel Black;June 30 1937 ;Chicago, Illinois, USA ;/name/nm0085457/?ref_=tt_ov_dr;
nm4362797;Jordan Leondopoulos;;;/name/nm4362797/?ref_=tt_ov_dr;
nm0494879;Wilford Leach;August 26 1929 ;Petersburg, Virginia, USA ;/name/nm0494879/?ref_=tt_ov_dr;
nm0613187;Cynthia Munroe;;;/name/nm0613187/?ref_=tt_ov_dr;
nm0138893;Marcel Carné;August 18 1906 ;Paris, France ;/name/nm0138893/?ref_=tt_ov_dr;
nm0149755;Norman C. Chaitin;February 20 1924 ;Argentina ;/name/nm0149755/?ref_=tt_ov_dr;
nm1665918;Lawrence Endleman;;;/name/nm1665918/?ref_=tt_ov_dr;
nm1680258;Clayard Humphrey;;;/name/nm1680258/?ref_=tt_ov_dr;
nm0167396;Craig Clyde;;;/name/nm0167396/?ref_=tt_ov_dr;
nm0206560;Robert Day;September 11 1922 ;Sheen, England, UK ;/name/nm0206560/?ref_=tt_ov_dr;
nm0852676;Jud Taylor;February 25 1932 ;New York City, New York, USA ;/name/nm0852676/?ref_=tt_ov_dr;
nm0696309;Michael Pressman;July 1 1950 ;New York, New York, USA ;/name/nm0696309/?ref_=tt_ov_dr;
nm0091854;Willy Bogner;January 23 1942 ;Munich, Germany ;/name/nm0091854/?ref_=tt_ov_dr;
nm0005348;Carl Reiner;March 20 1922 ;The Bronx, New York City, New York, USA ;/name/nm0005348/?ref_=tt_ov_dr;
nm0000135;John Denver;December 31 1943 ;Roswell, New Mexico, USA ;/name/nm0000135/?ref_=tt_ov_st;
nm3473876;Néstor F. Dennis;;;/name/nm3473876/?ref_=tt_ov_dr;
nm0494069;Maïwenn;April 17 1976 ;Les Lilas, Seine-Saint-Denis, France ;/name/nm0494069/?ref_=tt_ov_dr;
nm1292385;David Maurice Gil;;;/name/nm1292385/?ref_=tt_ov_dr;
nm13085063;Stefano Brusa;;;/name/nm13085063/?ref_=tt_ov_st;
nm0000136;Johnny Depp;June 9 1963 ;Owensboro, Kentucky, USA ;/name/nm0000136/?ref_=tt_ov_st;
nm0506165;Andrew Levitas;September 4 1977 ;New York City, New York, USA ;/name/nm0506165/?ref_=tt_ov_dr;
nm1458734;Ciro Guerra;February 6 1981 ;Río de Oro, Cesar, Colombia ;/name/nm1458734/?ref_=tt_ov_dr;
nm1026778;Brad Furman;;;/name/nm1026778/?ref_=tt_ov_dr;
nm7214191;Wayne Roberts;;;/name/nm7214191/?ref_=tt_ov_dr;
nm3810122;Mathew Cullen;;;/name/nm3810122/?ref_=tt_ov_dr;
nm6760525;Clément Beauvais;;;/name/nm6760525/?ref_=tt_ov_dr;
nm0828970;John Stevenson;;;/name/nm0828970/?ref_=tt_ov_dr;
nm0950817;Bill Yukich;;;/name/nm0950817/?ref_=tt_ov_dr;
nm1730037;Jonathan Krisel;;;/name/nm1730037/?ref_=tt_ov_dr;
nm0003116;Anthony C. Ferrante;;;/name/nm0003116/?ref_=tt_ov_dr;
nm1068905;Namrata Singh Gujral;February 26 ;India ;/name/nm1068905/?ref_=tt_ov_dr;
nm0523323;Harvey Lowry;January 21 ;Los Angeles, California, USA ;/name/nm0523323/?ref_=tt_ov_dr;
nm2677942;Andrew Meieran;;;/name/nm2677942/?ref_=tt_ov_dr;
nm0471862;Allan Kroeker;;Winnipeg, Manitoba, Canada ;/name/nm0471862/?ref_=tt_ov_dr;
nm0324426;Bryan Goeres;December 8 1969 ;Oshkosh, Wisconsin, USA ;/name/nm0324426/?ref_=tt_ov_dr;
nm5266022;Federico Heller;June 18 1983 ;Buenos Aires, Federal District, Argentina ;/name/nm5266022/?ref_=tt_ov_dr;
nm3175117;Nigel W. Tierney;June 6 1983 ;Kilkenny, County Kilkenny, Ireland ;/name/nm3175117/?ref_=tt_ov_dr;
nm0327944;Alejandro G. Iñárritu;August 15 1963 ;Mexico City, Distrito Federal, Mexico ;/name/nm0327944/?ref_=tt_ov_dr;
nm0525303;Baz Luhrmann;September 17 1962 ;New South Wales, Australia ;/name/nm0525303/?ref_=tt_ov_dr;
nm0000116;James Cameron;August 16 1954 ;Kapuskasing, Ontario, Canada ;/name/nm0000116/?ref_=tt_ov_dr;
nm1053991;Ian Kirby;1981 ;Vancouver, British Columbia, Canada ;/name/nm1053991/?ref_=tt_ov_dr;
nm0000631;Ridley Scott;November 30 1937 ;South Shields, County Durham, England, UK ;/name/nm0000631/?ref_=tt_ov_dr;
nm0730222;R.D. Robb;March 31 1972 ;Philadelphia, Pennsylvania, USA ;/name/nm0730222/?ref_=tt_ov_dr;
nm0908824;Randall Wallace;July 28 1949 ;Jackson, Tennessee, USA ;/name/nm0908824/?ref_=tt_ov_dr;
nm0002140;Agnieszka Holland;November 28 1948 ;Warsaw, Mazowieckie, Poland ;/name/nm0002140/?ref_=tt_ov_dr;
nm0000600;Sam Raimi;October 23 1959 ;Royal Oak, Michigan, USA ;/name/nm0000600/?ref_=tt_ov_dr;
nm0436284;Scott Kalvert;August 15 1964 ;New York City, New York, USA ;/name/nm0436284/?ref_=tt_ov_dr;
nm0371852;Annette Haywood-Carter;;;/name/nm0371852/?ref_=tt_ov_dr;
nm0002120;Lasse Hallström;June 2 1946 ;Stockholm, Stockholms län, Sweden ;/name/nm0002120/?ref_=tt_ov_dr;
nm0002240;Katt Shea;October 9 ;Detroit, Michigan, USA ;/name/nm0002240/?ref_=tt_ov_dr;
nm0677253;Kristine Peterson;;;/name/nm0677253/?ref_=tt_ov_dr;
nm10654780;Gino Ricotta;;;/name/nm10654780/?ref_=tt_ov_dr;
nm0323239;Will Gluck;;;/name/nm0323239/?ref_=tt_ov_dr;
nm0440458;Jake Kasdan;October 28 1974 ;Detroit, Michigan, USA ;/name/nm0440458/?ref_=tt_ov_dr;
nm0001024;Nick Cassavetes;May 21 1959 ;New York City, New York, USA ;/name/nm0001024/?ref_=tt_ov_dr;
nm0001355;Michael Hoffman;November 30 1956 ;Honolulu, Hawaii, USA ;/name/nm0001355/?ref_=tt_ov_dr;
nm0427580;Bill Jones;July 26 1976 ;Camberwell, London, England, UK ;/name/nm0427580/?ref_=tt_ov_dr;
nm2461935;Jeff Simpson;;;/name/nm2461935/?ref_=tt_ov_dr;
nm1507245;Ben Timlett;;;/name/nm1507245/?ref_=tt_ov_dr;
